problem_id,problem_title,misconception_id,misconception_description,misconception_concept,kc_target,is_negative_control,pseudocode_status,model,dimensions,query_token_count,query_latency_ms,retrieval_latency_ms,top_k,top1_code,top1_description,top1_kc_tags,top1_distance,top1_similarity,top2_code,top2_description,top2_kc_tags,top2_distance,top2_similarity,top3_code,top3_description,top3_kc_tags,top3_distance,top3_similarity,top4_code,top4_description,top4_kc_tags,top4_distance,top4_similarity,top5_code,top5_description,top5_kc_tags,top5_distance,top5_similarity
93,Largest Number from Digits,46,Student believes that the and operator always evaluates both operands.,"EX, OP","CD, VA, OP, IO",True,not_manifestable,google/gemini-embedding-001,3072,386,492.86,14.44,5,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.323963,0.676037,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.326949,0.673051,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.327856,0.672144,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.338041,0.661959,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.338614,0.661386
93,Largest Number from Digits,47,Student believes that the or operator always evaluates both operands.,"EX, OP","CD, VA, OP, IO",True,not_manifestable,google/gemini-embedding-001,3072,274,557.65,18.43,5,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.323963,0.676037,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.326949,0.673051,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.327856,0.672144,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.338041,0.661959,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.338614,0.661386
93,Largest Number from Digits,54,Student believes that a variable assigned an arithmetic expression containing other variables automatically updates its value when those variables change.,"EX, OP","CD, VA, OP, IO",True,none_inapplicable,google/gemini-embedding-001,3072,274,551.6,17.4,5,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.323963,0.676037,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.326949,0.673051,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.327856,0.672144,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.338041,0.661959,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.338614,0.661386
93,Largest Number from Digits,56,Student believes that variable identifiers can only be one letter long.,VA,"CD, VA, OP, IO",False,converted,google/gemini-embedding-001,3072,233,576.23,17.66,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.319004,0.680996,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.321457,0.678543,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.321664,0.678336,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.33578,0.66422,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.33893,0.66107
93,Largest Number from Digits,59,"Student believes that variable names containing vowels can only store string values, while consonant-only names can store any type.",VA,"CD, VA, OP, IO",True,none_inapplicable,google/gemini-embedding-001,3072,386,403.75,13.58,5,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.323963,0.676037,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.326949,0.673051,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.327856,0.672144,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.338041,0.661959,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.338614,0.661386
93,Largest Number from Digits,63,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation /.,"EX, OP","CD, VA, OP, IO",True,none_inapplicable,google/gemini-embedding-001,3072,386,485.97,13.41,5,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.323963,0.676037,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.326949,0.673051,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.327856,0.672144,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.338041,0.661959,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.338614,0.661386
93,Largest Number from Digits,64,Student believes that the arithmetic operation - has higher precedence than the arithmetic operation /.,"EX, OP","CD, VA, OP, IO",True,not_manifestable,google/gemini-embedding-001,3072,386,481.47,13.31,5,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.323963,0.676037,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.326949,0.673051,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.327856,0.672144,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.338041,0.661959,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.338614,0.661386
93,Largest Number from Digits,65,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP","CD, VA, OP, IO",False,converted,google/gemini-embedding-001,3072,370,412.57,13.71,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.324929,0.675071,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.330255,0.669745,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.331266,0.668734,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.343152,0.656848,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.346764,0.653236
93,Largest Number from Digits,66,Student believes that the first character of a string is at index 1.,LO,"CD, VA, OP, IO",True,not_manifestable,google/gemini-embedding-001,3072,386,1561.12,13.44,5,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.323963,0.676037,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.326949,0.673051,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.327856,0.672144,SQ-01,Student believes statements inside a sequence or block may execute in an order different from their written order.,SQ,0.338041,0.661959,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.338614,0.661386
94,Check Opposite Signs,4,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must be explicitly compared to True or False to be used in conditionals.","CD, EX, OP","IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,149,566.71,17.72,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.256338,0.743662,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.267468,0.732532,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.289852,0.710148,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.295983,0.704017,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.312761,0.687239
94,Check Opposite Signs,14,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,146,589.51,18.22,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,16,Student believes that the = operator is used for equality comparison in conditional statements.,OP,"IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,148,538.16,17.77,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.257845,0.742155,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.271756,0.728244,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.295547,0.704453,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.296318,0.703682,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.314081,0.685919
94,Check Opposite Signs,17,Student believes that colons (:) are used for variable assignment.,"OP, VA","IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,153,459.7,14.72,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.25888,0.74112,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.271927,0.728073,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.292927,0.707073,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.304567,0.695433,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.315655,0.684345
94,Check Opposite Signs,18,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP","IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,146,588.79,20.22,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.247402,0.752598,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.266093,0.733907,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.28641,0.71359,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.294498,0.705502,OP-04,Student believes that the or operator always evaluates both operands.,"EX, OP",0.311606,0.688394
94,Check Opposite Signs,20,Student believes that for loop variables exist in a separate scope and won't affect variables with the same name in the enclosing scope.,"LO, VA","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,169,455.51,17.13,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,24,Student believes that it is unnecessary for loop variables to be explicitly initialized before the loop.,"LO, VA","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,146,553.1,22.64,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,25,Student believes that modifying a for loop variable inside the loop body does not affects the next iteration's value.,"LO, VA","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,146,597.66,22.18,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,26,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must always be wrapped in if/else statements to be returned as Boolean values.","CD, EX, OP","IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,169,454.62,18.33,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,33,Student believes that multiple mutually exclusive conditions in a control flow construct must each be written as separate if statements.,CD,"IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,210,443.28,17.37,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.266246,0.733754,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.269926,0.730074,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.291316,0.708684,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.304674,0.695326,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.309998,0.690002
94,Check Opposite Signs,35,Student believes that values must be explicitly converted to their current type to ensure type safety.,,"IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,172,1333.22,20.84,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.258172,0.741828,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.27109,0.72891,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298491,0.701509,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301486,0.698514,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.319952,0.680048
94,Check Opposite Signs,38,Student believes that while loops execute their body only once if the condition is true.,LO,"IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,169,439.66,14.99,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,41,Student believes that the body of an if-statement executes repeatedly as long as the condition holds.,"CD, LO","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,146,569.69,19.8,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,46,Student believes that the and operator always evaluates both operands.,"EX, OP","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,169,469.5,14.68,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,47,Student believes that the or operator always evaluates both operands.,"EX, OP","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,169,473.61,14.68,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,54,Student believes that a variable assigned an arithmetic expression containing other variables automatically updates its value when those variables change.,"EX, OP","IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,203,469.89,14.57,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.268321,0.731679,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.274323,0.725677,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.298408,0.701592,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.306318,0.693682,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.318231,0.681769
94,Check Opposite Signs,56,Student believes that variable identifiers can only be one letter long.,VA,"IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,142,547.27,18.97,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.25778,0.74222,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.270792,0.729208,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.294576,0.705424,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.299237,0.700763,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.3151,0.6849
94,Check Opposite Signs,59,"Student believes that variable names containing vowels can only store string values, while consonant-only names can store any type.",VA,"IO, VA, CD, OP",False,converted,google/gemini-embedding-001,3072,185,483.18,14.5,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.259218,0.740782,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.277676,0.722324,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.2952,0.7048,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.299631,0.700369,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.315199,0.684801
94,Check Opposite Signs,63,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation /.,"EX, OP","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,146,582.34,19.69,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,64,Student believes that the arithmetic operation - has higher precedence than the arithmetic operation /.,"EX, OP","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,146,591.18,19.49,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,65,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP","IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,146,559.71,19.6,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
94,Check Opposite Signs,66,Student believes that the first character of a string is at index 1.,LO,"IO, VA, CD, OP",True,none_inapplicable,google/gemini-embedding-001,3072,169,455.52,15.02,5,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.261062,0.738938,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.275048,0.724952,EX-02,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP",0.298731,0.701269,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.301882,0.698118,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.31756,0.68244
121,Longest Word Length,4,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must be explicitly compared to True or False to be used in conditionals.","CD, EX, OP","IO, LO, CD, VA",False,converted,google/gemini-embedding-001,3072,180,1571.8,15.24,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.330801,0.669199,VA-03,Student believes that variable identifiers can only be one letter long.,VA,0.331031,0.668969,SQ-04,"Student assumes information obtained in an earlier step remains usable later without being explicitly recorded, stored, or assigned.","SQ, VA, IO",0.337949,0.662051,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.343958,0.656042,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.345405,0.654595
121,Longest Word Length,14,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA","IO, LO, CD, VA",False,converted,google/gemini-embedding-001,3072,193,553.09,19.32,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.330752,0.669248,SQ-04,"Student assumes information obtained in an earlier step remains usable later without being explicitly recorded, stored, or assigned.","SQ, VA, IO",0.332645,0.667355,VA-03,Student believes that variable identifiers can only be one letter long.,VA,0.334487,0.665513,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.343805,0.656195,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.348345,0.651655
121,Longest Word Length,16,Student believes that the = operator is used for equality comparison in conditional statements.,OP,"IO, LO, CD, VA",False,converted,google/gemini-embedding-001,3072,196,1575.93,13.85,5,VA-03,Student believes that variable identifiers can only be one letter long.,VA,0.340042,0.659958,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.340149,0.659851,SQ-04,"Student assumes information obtained in an earlier step remains usable later without being explicitly recorded, stored, or assigned.","SQ, VA, IO",0.342679,0.657321,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.350571,0.649429,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.352068,0.647932
121,Longest Word Length,17,Student believes that colons (:) are used for variable assignment.,"OP, VA","IO, LO, CD, VA",False,converted,google/gemini-embedding-001,3072,176,533.99,17.6,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.332953,0.667047,VA-03,Student believes that variable identifiers can only be one letter long.,VA,0.334972,0.665028,SQ-04,"Student assumes information obtained in an earlier step remains usable later without being explicitly recorded, stored, or assigned.","SQ, VA, IO",0.341265,0.658735,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.345828,0.654172,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.349425,0.650575
121,Longest Word Length,18,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP","IO, LO, CD, VA",False,converted,google/gemini-embedding-001,3072,203,544.61,17.51,5,VA-13,Student is uncertain or unaware of which words are reserved by the language and cannot be used as variable identifiers.,VA,0.328974,0.671026,VA-03,Student believes that variable identifiers can only be one letter long.,VA,0.329684,0.670316,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.333398,0.666602,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.333668,0.666332,SQ-04,"Student assumes information obtained in an earlier step remains usable later without being explicitly recorded, stored, or assigned.","SQ, VA, IO",0.336732,0.663268
